Gene	CUI
b0549	0.0212710703433
b2270	0.021271750921
b1235	0.021272519973
b0220	0.0212747925538
b3511	0.0212789266355
b2534	0.02127965919
b1833	0.0212800299268
b4363	0.0212820077737
b1461	0.0212828654598
b1242	0.0212847259519
b4249	0.0212850828317
b2674	0.0212855084017
b1022	0.021285614883
b1768	0.0212893790311
b0925	0.0212930924754
b4199	0.0212931159707
b2233	0.0212949726798
b1451	0.0212973018921
b1534	0.0212974265771
b2445	0.0212993481175
b1588	0.0213004844516
b0718	0.0213011078283
b1822	0.021303327733
b3647	0.0213055940145
b3895	0.0213071506521
b1335	0.0213089907384
b1111	0.0213107191739
b4301	0.0213134566261
b1045	0.0213141776557
b2010	0.0213151912933
b0919	0.0213203431893
b3967	0.0213207938693
b3584	0.0213240917851
b1956	0.0213250739866
b0319	0.0213255726033
b0841	0.0213261164553
b4156	0.0213279823771
b1786	0.0213288464745
b1620	0.0213292649397
b3886	0.0213296062569
b2071	0.0213318279612
b1914	0.0213346768801
b0252	0.0213395878968
b0382	0.0213410285488
b3598	0.0213434200283
b3387	0.021344487216
b0210	0.0213456789903
b1275	0.0213479158843
b0724	0.0213496463041
b3927	0.0213521163425
b2887	0.0213525975768
b1508	0.0213534843361
b0247	0.021354568835
b2110	0.021354657502
b0620	0.0213561892823
b1257	0.0213583418685
b0721	0.0213586143903
b1672	0.0213606418232
b1793	0.0213631792238
b1283	0.0213660313484
b0211	0.0213666164789
b3536	0.0213684649997
b3079	0.021369909403
b0836	0.0213700242118
b1523	0.02137099757
b1088	0.0213732238551
b2535	0.0213772478989
b2252	0.0213799514282
b3564	0.0213825291163
b3918	0.021383741496
b1099	0.0213851141561
b0445	0.021385529246
b0777	0.0213876862744
b0404	0.0213877660865
b0714	0.0213926092963
b2682	0.0213928964741
b3289	0.0213958582161
b1725	0.0213961889385
b0517	0.02140212549
b0513	0.021402259909
b2843	0.0214043939885
b0355	0.021405781566
b3920	0.0214071458537
b3555	0.0214071970952
b4126	0.0214075716529
b2645	0.0214098268007
b3571	0.0214111312564
b1488	0.0214116748458
b2080	0.0214125687159
b2408	0.0214126420178
b3621	0.0214135047052
b1803	0.0214135611301
b3446	0.0214170330949
b3331	0.021418548693
b2667	0.0214187815021
b0223	0.0214206237973
b2111	0.0214224148631
b0020	0.0214277505964
b2174	0.0214278676273
b2633	0.0214317063822
b3018	0.0214324259069
b0972	0.0214330284643
b1983	0.0214350337723
b0174	0.0214357036607
b3859	0.0214361756183
b0164	0.0214365958921
b0646	0.0214392038089
b1847	0.0214433742465
b3739	0.0214454460634
b2413	0.0214459008685
b4303	0.0214484984451
b1655	0.0214506924702
b1741	0.021451908294
b2017	0.0214529621015
b2179	0.0214532514677
b3689	0.0214547339632
b2004	0.0214553588478
b4107	0.0214565992595
b4333	0.0214571162999
b2039	0.0214589193371
b0638	0.0214593598592
b2395	0.0214608183181
b2634	0.0214616221009
b1336	0.0214627042947
b2986	0.0214653022827
b0122	0.0214696110377
b0622	0.0214701949845
b0081	0.0214727816144
b2582	0.0214756373387
b3343	0.0214769689275
b1511	0.021477677897
b3342	0.0214777866276
b3922	0.0214780769488
b4535	0.021478301572
b0897	0.0214791984444
b3664	0.0214802169982
b1566	0.0214819617974
b2491	0.0214832189082
b3221	0.0214845980211
b3703	0.0214854834222
b1519	0.0214869685953
b0790	0.0214872671823
b1147	0.0214951203874
b2225	0.0214956858699
b1208	0.0214965663271
b1691	0.0214994664994
b3264	0.0214997844617
b0253	0.0215014420849
b0769	0.02150495419
b1156	0.0215050986154
b1265	0.0215056067967
b4166	0.0215058174642
b2578	0.0215074070218
b0283	0.0215079941755
b0176	0.0215093027825
b4596	0.021509688101
b1244	0.021510181339
b1711	0.0215115826992
b1450	0.0215116190379
b0630	0.0215129833258
b1256	0.0215138733475
b3238	0.0215146013189
b4480	0.0215179559433
b0821	0.021518724115
b2961	0.0215211026332
b0889	0.0215214701354
b1146	0.021525830443
b0881	0.0215284461939
b1062	0.0215286313356
b1555	0.021529559563
b0898	0.0215312646092
b1155	0.021532106675
b3207	0.0215323411385
b1735	0.0215329559116
b0358	0.021533134229
b2704	0.0215339357102
b1341	0.021534839366
b2070	0.0215352844712
b0077	0.0215383627126
b1349	0.0215392608626
b3856	0.0215410071106
b2739	0.0215420930128
b3748	0.021542756475
b1960	0.021543524016
b4297	0.0215451685913
b1080	0.0215482845043
b0315	0.0215498561488
b2294	0.0215499034658
b1484	0.0215511786499
b2333	0.0215520514343
b2726	0.0215526568385
b0054	0.0215548795282
b1700	0.0215553182416
b2146	0.0215555096225
b0160	0.021555951649
b2663	0.0215565034652
b3252	0.0215584258809
b0456	0.021560175453
b2324	0.021561012504
b1050	0.0215614196955
b1828	0.0215633888303
b1338	0.0215644688386
b1033	0.0215646040857
b3338	0.0215650939424
b4406	0.0215674491236
b4055	0.0215686055237
b1042	0.021569459729
b1247	0.0215699764177
b4356	0.0215709705282
b0083	0.0215712756381
b2928	0.0215712878878
b0432	0.0215738946841
b4239	0.0215741491688
b2313	0.0215747599351
b3568	0.0215754249822
b0815	0.0215776513539
b3861	0.0215777500569
b0912	0.0215799057724
b3784	0.0215817684758
b2229	0.0215831982476
b3800	0.0215852482412
b4385	0.0215852845696
b2572	0.0215858654654
b0110	0.021587299151
b2724	0.0215883480428
b0687	0.0215892051957
b3293	0.0215904169706
b2390	0.0215910344059
b3723	0.0215911886007
b2646	0.0215953240184
b3337	0.0215965538417
b4295	0.0215974533712
b2378	0.0215985917394
b3196	0.0215986697278
b1102	0.0215997042109
b4158	0.0216034879657
b1528	0.0216035608028
b2051	0.021604082623
b1832	0.0216041703553
b2244	0.0216052178777
b1912	0.0216065617959
b1943	0.0216073507376
b3906	0.0216077868495
b0130	0.0216085174036
b1339	0.0216092401255
b2373	0.0216110894066
b3821	0.0216112245234
b3512	0.0216114196762
b1337	0.0216136305766
b1630	0.0216139387525
b3872	0.0216154038441
b2318	0.0216155107323
b2144	0.0216166179251
b3755	0.0216167468954
b3538	0.021618792077
b3086	0.0216206324527
b0814	0.0216219308775
b1837	0.0216221493231
b2253	0.0216222139484
b1299	0.0216236140403
b2118	0.0216275122661
b3106	0.0216292580119
